Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP
,Jul,30-31,30/07/2012,,YouGov,Sun,34,1,42,-2,10,1,-8,3,Internet,,6,,
,Jul,31-1,31/07/2012,,YouGov,Sun,32,-2,43,1,10,0,-11,-3,Internet,,8,,
,Aug,1-2,01/08/2012,,YouGov,Sun,33,1,43,0,8,-2,-10,1,Internet,,9,,
,Aug,2-3,02/08/2012,5,YouGov,ST,32,-1,44,1,10,2,-12,-2,Internet,,8,,
,Aug,5-6,05/08/2012,,YouGov,Sun,34,2,44,0,10,0,-10,2,Internet,,6,,
,Aug,6-7,06/08/2012,,YouGov,Sun,33,-1,44,0,9,-1,-11,-1,Internet,,8,,
,Aug,7-8,07/08/2012,,YouGov,Sun,33,0,42,-2,11,2,-9,2,Internet,,6,,
,Aug,7-9,07/08/2012,10,Opinium,,31,1,40,0,10,1,-9,1,Internet,,,,
,Aug,8-9,08/08/2012,,YouGov,Sun,33,0,42,0,9,-2,-9,0,Internet,,9,,
,Aug,8-9,08/08/2012,12,ICM,STel,,,,,,,,,Internet,,,,
,Aug,9-10,09/08/2012,12,YouGov,ST,34,1,42,0,8,-1,-8,1,Internet,,8,,
,Aug,11-13,11/08/2012,17,MORI,,32,1,42,-2,11,-1,-10,3,Phone,Certain to vote,,,
,Aug,12-13,12/08/2012,,YouGov,Sun,34,0,42,0,9,1,-8,0,Internet,,6,,
,Aug,13-14,13/08/2012,,YouGov,Sun,34,0,44,2,10,1,-10,-2,Internet,,7,,
,Aug,14-15,14/08/2012,,YouGov,Sun,34,0,43,-1,10,0,-9,1,Internet,,6,,
,Aug,14-15,14/08/2012,17,Angus RS,,30,1,41,-2,11,2,-11,3,Internet,,,,
,Aug,15-16,15/08/2012,,YouGov,Sun,35,1,44,1,8,-2,-9,0,Internet,,6,,
,Aug,15-16,15/08/2012,19,ComRes,Ios/SM,33,1,42,0,10,0,-9,1,Internet,,,,
,Aug,16-17,16/08/2012,19,YouGov,ST,32,-3,43,-1,10,2,-11,-2,Internet,,7,,
,Aug,16-20,16/08/2012,,TNS BMRB,,32,2,42,0,10,-1,-10,2,Internet,,,,
,Aug,19-20,19/08/2012,,YouGov,Sun,34,2,44,1,8,-2,-10,1,Internet,,7,,
,Aug,20-21,20/08/2012,,YouGov,Sun,34,0,44,0,8,0,-10,0,Internet,,8,,
,Aug,21-22,21/08/2012,,YouGov,Sun,33,-1,42,-2,10,2,-9,1,Internet,,6,,
,Aug,22-23,22/08/2012,,YouGov,Sun,32,-1,44,2,10,0,-12,-3,Internet,,7,,
,Aug,23-24,23/08/2012,26,YouGov,ST,34,2,43,-1,10,0,-9,3,Internet,,6,,
,Aug,24,24/08/2012,26,Survation,MoS,30,,37,,10,,-7,,Internet,UK,,,
,Aug,24-26,24/08/2012,27,ICM,Gu,34,0,39,0,15,1,-5,0,Phone,,,,
,Aug,25-27,25/08/2012,28,TNS BMRB,,31,-1,40,-2,11,1,-9,1,Internet,,,,
,Aug,27-28,27/08/2012,,YouGov,Sun,32,-2,44,1,10,0,-12,3,Internet,,8,,
,Aug,28-29,28/08/2012,,YouGov,Sun,32,0,44,0,9,-1,-12,0,Internet,,6,,
,Aug,29-30,29/08/2012,,YouGov,Sun,33,1,42,-2,10,1,-9,3,Internet,,8,,
,Aug,30-31,30/08/2012,2,YouGov,ST,35,2,41,-1,9,-1,-6,3,Internet,,7,,
,Aug,31-2,31/08/2012,4,ComRes,Ind,35,2,42,-2,12,2,-7,4,Phone,,,,
,Aug,31-3,31/08/2012,4,Opinium,,31,0,42,2,8,-2,-11,-2,Internet,,,,
,Aug,31-3,31/08/2012,5,TNS BMRB,,31,0,43,3,10,-1,-12,-3,Internet,,,,
,Sep,2-3,02/09/2012,,YouGov,Sun,33,-2,44,3,8,-1,-11,-5,Internet,,7,,
,Sep,3-4,03/09/2012,,YouGov,Sun,34,1,40,-4,10,2,-6,5,Internet,,7,,
,Sep,4-5,04/09/2012,,YouGov,Sun,33,-1,45,5,8,-2,-12,-6,Internet,,7,,
,Sep,5-6,05/09/2012,,YouGov,Sun,33,0,45,0,8,0,-12,0,Internet,,6,,
,Sep,6-7,06/09/2012,9,YouGov,ST,33,0,43,-2,10,2,-10,2,Internet,,7,,
,Sep,6-10,06/09/2012,13,TNS BMRB,,30,-1,41,-2,12,2,-11,1,Internet,,,,
,Sep,9-10,09/09/2012,,YouGov,Sun,31,-2,42,-1,10,0,-11,-1,Internet,,8,,
,Sep,10-11,10/09/2012,,YouGov,Sun,31,0,44,2,9,-1,-13,-2,Internet,,8,,
,Sep,10-12,10/09/2012,,Opinium,,32,1,40,-2,10,2,-8,3,Internet,,,,
,Sep,11-12,11/09/2012,,YouGov,Sun,33,2,42,-2,11,2,-9,4,Internet,,7,,
,Sep,11-13,11/09/2012,19,TNS BMRB,,31,1,43,2,9,-3,-12,-1,Internet,,,,
,Sep,12-13,12/09/2012,,YouGov,Sun,34,1,43,1,8,-3,-9,0,Internet,,7,,
,Sep,13-14,13/09/2012,16,YouGov,ST,34,0,44,1,9,1,-10,-1,Internet,,7,,
,Sep,14-16,14/09/2012,18,Populus,TT,30,-4,45,5,10,-2,-15,-9,Phone,,,,
,Sep,15-17,15/09/2012,19,MORI,,30,-2,41,-1,13,2,-11,-1,Phone,Certain to vote,,,
,Sep,16-17,16/09/2012,,YouGov,Sun,33,-1,45,1,10,1,-12,-2,Internet,,5,,
,Sep,17-18,17/09/2012,,YouGov,Sun,34,1,43,-2,8,-2,-9,3,Internet,,8,,
,Sep,18-19,18/09/2012,,YouGov,Sun,33,-1,45,2,10,2,-12,-3,Internet,,7,,
,Sep,18-21,18/09/2012,23,Opinium,Ob,30,-2,42,2,8,-2,-12,-4,Internet,,,,
,Sep,19-20,19/09/2012,,Survation,Mirror,30,0,40,3,10,0,-10,-3,Internet,GB,12,,
,Sep,19-20,19/09/2012,,YouGov,Sun,35,2,41,-4,9,-1,-6,6,Internet,,7,,
,Sep,19-21,19/09/2012,24,TNS BMRB,,28,-3,44,1,8,-1,-16,-4,Internet,,,,
,Sep,20-21,20/09/2012,23,YouGov,ST,34,-1,43,2,8,-1,-9,-3,Internet,,8,,
,Sep,20-21,20/09/2012,23,Survation,MoS,29,-1,41,1,10,0,-12,-2,Internet,GB,,,
,Sep,20-21,20/09/2012,23,ComRes,Ios/SM,35,2,39,-3,10,0,-4,5,Internet,,,,
,Sep,20-21,20/09/2012,,ICM,STel,,,,,,,,,Internet,,,,
,Sep,21-23,21/09/2012,,ICM,Gu,31,-3,41,2,14,-1,-10,-5,Phone,,,,
,Sep,23-24,23/09/2012,,YouGov,Sun,32,-2,43,0,9,1,-11,-2,Internet,,7,,
,Sep,24-25,24/09/2012,,YouGov,Sun,31,-1,44,1,9,0,-13,-2,Internet,,9,,
,Sep,25-26,25/09/2012,,YouGov,Sun,32,1,41,-3,9,0,-9,4,Internet,,9,,
,Sep,25-28,25/09/2012,30,Opinium,Ob,29,-1,39,-3,10,2,-10,2,Internet,,,,
,Sep,26-27,26/09/2012,,YouGov,Sun,31,-1,43,2,11,2,-12,-3,Internet,,8,,
,Sep,27-28,27/09/2012,30,YouGov,ST,35,4,45,2,10,-1,-10,2,Internet,,7,,
,Sep,28-30,28/09/2012,2,ComRes,Ind,35,0,38,-4,15,3,-3,4,Phone,,,,
,Sep,30-1,30/09/2012,,YouGov,Sun,34,-1,43,-2,9,-1,-9,1,Internet,,8,,
,Oct,1-2,01/10/2012,,YouGov,Sun,34,0,42,-1,9,0,-8,1,Internet,,8,,
,Oct,2-3,02/10/2012,,YouGov,Sun,31,-3,45,3,10,1,-14,-6,Internet,,7,,
,Oct,2-4,02/10/2012,6,Opinium,Ob,30,1,41,2,9,-1,-11,-1,Internet,,,,
,Oct,3-4,03/10/2012,,YouGov,Sun,32,1,43,-2,10,0,-11,3,Internet,,8,,
,Oct,4-5,04/10/2012,7,YouGov,ST,31,-1,45,2,8,-2,-14,-3,Internet,,8,,
,Oct,5-8,05/10/2012,,TNS BMRB,,31,3,44,0,8,0,-13,3,Internet,,,,
,Oct,7-8,07/10/2012,,YouGov,Sun,34,3,44,-1,8,0,-10,4,Internet,,7,,
,Oct,8-9,08/10/2012,,YouGov,Sun,33,-1,45,1,9,1,-12,-2,Internet,,6,,
,Oct,9-10,09/10/2012,,YouGov,Sun,34,1,41,-4,8,-1,-7,5,Internet,,10,,
,Oct,10-11,10/10/2012,,YouGov,Sun,35,1,42,1,8,0,-7,0,Internet,,7,,
,Oct,11-12,11/10/2012,14,YouGov,ST,33,-2,43,1,10,2,-10,-3,Internet,,6,,
,Oct,11-12,11/10/2012,,Angus RS,,31,1,43,2,8,-3,-12,-1,Internet,,,,
,Oct,11-15,11/10/2012,17,TNS BMRB,,29,-2,42,-2,7,-1,-13,0,Internet,,,,
,Oct,14-15,14/10/2012,,YouGov,Sun,34,1,43,0,9,-1,-9,1,Internet,,7,,
,Oct,15-16,15/10/2012,,YouGov,Sun,34,0,43,0,9,0,-9,0,Internet,,7,,
,Oct,16-17,16/10/2012,,YouGov,Sun,33,-1,42,-1,9,0,-9,0,Internet,,7,,
,Oct,16-18,16/10/2012,19,Opinium,Ob,31,1,40,-1,9,0,-9,2,Internet,,,,
,Oct,17-18,17/10/2012,,YouGov,Sun,34,1,42,0,10,1,-8,1,Internet,,9,,
,Oct,17-18,17/10/2012,21,ComRes,IoS/SM,33,-2,41,2,10,0,-8,-4,Internet,,,,
,Oct,17-28,17/10/2012,41234,Lord Ashcroft,,32,2,41,-4,9,-1,-9,6,Phone,,,,
,Oct,18-19,18/10/2012,21,YouGov,ST,32,-2,43,1,9,-1,-11,-3,Internet,,9,,
,Oct,18-22,18/10/2012,22,TNS BMRB,,30,1,44,2,8,1,-14,-1,Internet,,,,
,Oct,19-20,19/10/2012,21,Survation,MoS,30,1,43,2,8,-2,-13,-1,Internet,GB?,14,,
,Oct,19-21,19/10/2012,23,Populus,TT,35,3,40,-1,9,0,-5,4,Phone,,,,
,Oct,19-22,19/10/2012,23,ICM,Gu,33,2,41,0,14,0,-8,2,Phone,,,,
,Oct,20-24,20/10/2012,26,MORI,,33,3,43,2,9,-4,-10,1,Phone,Certain to vote,,,
,Oct,21-22,21/10/2012,,YouGov,Sun,32,0,45,2,8,-1,-13,-2,Internet,,8,,
,Oct,22-23,22/10/2012,,YouGov,Sun,34,2,42,-3,9,1,-8,5,Internet,,8,,
,Oct,23-24,23/10/2012,,YouGov,Sun,33,-1,43,1,9,0,-10,-2,Internet,,8,,
,Oct,24-25,24/10/2012,,YouGov,Sun,33,0,44,1,10,1,-11,-1,Internet,,6,,
,Oct,24-25,24/10/2012,,ICM,,,,,,,,,,Internet,,,,
,Oct,25-26,25/10/2012,28,YouGov,ST,35,2,42,-2,9,-1,-7,4,Internet,,7,,
,Oct,25-29,25/10/2012,30,TNS BMRB,,31,1,42,-2,11,3,-11,3,Internet,,,,
,Oct,26-29,26/10/2012,30,ComRes,Ind,33,-2,44,6,12,-3,-11,-8,Phone,,,,
,Oct,28-29,28/10/2012,,YouGov,Sun,33,-2,43,1,9,0,-10,-3,Internet,,8,,
,Oct,29-30,29/10/2012,,YouGov,Sun,32,-1,44,1,9,0,-12,-2,Internet,,8,,
,Oct,30-31,30/10/2012,,YouGov,Sun,33,1,44,0,9,0,-11,1,Internet,,8,,
,Oct,31-1,31/10/2012,,YouGov,Sun,33,0,44,0,9,0,-11,0,Internet,,7,,
,Oct,31-1,31/10/2012,4,Opinium,Ob,30,-1,41,1,9,0,-11,-2,Internet,,,,
,Nov,1-2,01/11/2012,4,YouGov,ST,35,2,42,-2,9,0,-7,5,Internet,,7,,
,Nov,1-5,01/11/2012,6,TNS BMRB,,31,0,42,0,9,-2,-11,0,Internet,,,,
,Nov,4-5,04/11/2012,,YouGov,Sun,35,0,44,2,8,-1,-9,-2,Internet,,7,,
,Nov,5-6,05/11/2012,,YouGov,Sun,35,0,42,-2,9,1,-7,2,Internet,,7,,
,Nov,6-7,06/11/2012,,YouGov,Sun,34,-1,45,3,8,-1,-11,-4,Internet,,6,,
,Nov,7-8,07/11/2012,,YouGov,Sun,33,-1,44,-1,9,1,-11,0,Internet,,7,,
,Nov,8-9,08/11/2012,11,YouGov,ST,32,-1,44,0,8,-1,-12,-1,Internet,,8,,
,Nov,8-12,08/11/2012,12,TNS BMRB,,31,0,41,-1,9,0,-10,1,Internet,,,,
,Nov,11-12,11/11/2012,,YouGov,Sun,35,3,39,-5,10,2,-4,8,Internet,,8,,
,Nov,12-13,12/11/2012,,YouGov,Sun,34,-1,44,5,9,-1,-10,-6,Internet,,7,,
,Nov,13,13/11/2012,15,MORI,,32,-1,46,3,9,0,-14,-4,Phone,Certain to vote,,,
,Nov,13-14,13/11/2012,,YouGov,Sun,35,1,42,-2,8,-1,-7,3,Internet,,7,,
,Nov,13-15,13/11/2012,18,Opinium,Ob,32,2,39,-2,8,-1,-7,4,Internet,,,,
,Nov,14-15,14/11/2012,,YouGov,Sun,33,-2,43,1,8,0,-10,-3,Internet,,9,,
,Nov,14-16,14/11/2012,18,ComRes,IoS/SM,31,-2,43,2,10,0,-12,-4,Internet,,,,
,Nov,14-16,14/11/2012,20,TNS BMRB,,31,0,39,-2,11,2,-8,2,Internet,,,,
,Nov,14-16,14/11/2012,,ICM,STel,,,,,,,,,Internet,,,,
,Nov,15-16,15/11/2012,18,YouGov,ST,33,0,44,1,9,1,-11,-1,Internet,,8,,
,Nov,16-18,16/11/2012,20,ICM,Gu,32,-1,40,-1,13,-1,-8,0,Phone,,,,
,Nov,18-19,18/11/2012,,YouGov,Sun,32,-1,42,-2,9,0,-10,1,Internet,,9,,
,Nov,19-20,19/11/2012,,YouGov,Sun,33,1,42,0,10,1,-9,1,Internet,,8,,
,Nov,20-21,20/11/2012,,YouGov,Sun,33,0,41,-1,9,-1,-8,1,Internet,,10,,
,Nov,21-22,21/11/2012,,YouGov,Sun,31,-2,43,2,10,1,-12,-4,Internet,,9,,
,Nov,22-23,22/11/2012,25,YouGov,ST,33,2,44,1,9,-1,-11,1,Internet,,8,,
,Nov,22-26,22/11/2012,26,TNS BMRB,,31,0,41,2,8,-3,-10,-2,Internet,,,,
,Nov,23-25,23/11/2012,27,ComRes,Ind,35,2,42,-2,10,-2,-7,4,Phone,,,,
,Nov,25-26,25/11/2012,,YouGov,Sun,34,1,43,-1,9,0,-9,2,Internet,,8,,
,Nov,26-27,26/11/2012,,YouGov,Sun,31,-3,43,0,9,0,-12,-3,Internet,,11,,
,Nov,27-28,27/11/2012,,YouGov,Sun,32,1,44,1,11,2,-12,0,Internet,,8,,
,Nov,27-29,27/11/2012,2,Opinium,Ob,29,-3,38,-1,9,1,-9,-2,Internet,,,,
,Nov,28-29,28/11/2012,,YouGov,Sun,32,0,42,-2,10,-1,-10,2,Internet,,10,,
,Nov,28-29,28/11/2012,4,Angus RS,,28,-3,42,-1,11,3,-14,-2,Internet,,,,
,Nov,29-3,29/11/2012,4,TNS BMRB,,28,-3,40,-1,10,2,-12,-2,Internet,,,,
,Nov,30-1,30/11/2012,2,YouGov,ST,31,-1,44,2,10,0,-13,-3,Internet,,10,,
,Dec,2-3,02/12/2012,,YouGov,Sun,31,0,43,-1,11,1,-12,1,Internet,,10,,
,Dec,3-4,03/12/2012,,YouGov,Sun,30,-1,44,1,11,0,-14,-2,Internet,,10,,
,Dec,4-5,04/12/2012,,YouGov,Sun,32,2,44,0,9,-2,-12,2,Internet,,10,,
,Dec,5-6,05/12/2012,,YouGov,Sun,32,0,42,-2,10,1,-10,2,Internet,,9,,
,Dec,6-7,06/12/2012,9,YouGov,ST,33,1,42,0,10,0,-9,1,Internet,,9,,
,Dec,7-10,07/12/2012,10,TNS BMRB,,26,-2,41,1,8,-2,-15,-3,Internet,,,,
,Dec,8-10,08/12/2012,12,MORI,,35,3,44,-2,9,0,-9,5,Phone,Certain to vote,7,,
,Dec,9-10,09/12/2012,,YouGov,Sun,33,0,42,0,10,0,-9,0,Internet,,8,,
,Dec,10-11,10/12/2012,,YouGov,Sun,31,-2,43,1,10,0,-12,-3,Internet,,9,,
,Dec,11-12,11/12/2012,,YouGov,Sun,31,0,44,1,12,2,-13,-1,Internet,,9,,
,Dec,11-13,11/12/2012,16,Opinium,Ob,29,0,39,1,8,-1,-10,-1,Internet,,,,
,Dec,12-13,12/12/2012,,YouGov,Sun,33,2,43,-1,9,-3,-10,3,Internet,,10,,
,Dec,12-14,12/12/2012,16,ComRes,IoS/SM,28,,39,,9,,-11,1,Internet,Methodology changed back re minor parties,14,4,2
,Dec,,,16,Survation,MoS,30,0,38,-5,9,1,-8,5,Internet,GB,14,,
,Dec,13-14,13/12/2012,16,YouGov,ST,33,0,45,2,9,0,-12,-2,Internet,,8,,
,Dec,13-17,13/12/2012,19,TNS BMRB,,30,4,40,-1,7,-1,-10,5,Internet,,,,
,Dec,14-16,14/12/2012,18,Populus,TT,29,-6,40,0,11,2,-11,-6,Phone,,,,
,Dec,14-16,14/12/2012,18,ComRes,Ind,31,-4,41,-1,10,0,-10,-3,Phone,,9,,
,Dec,16-17,16/12/2012,,YouGov,Sun,31,-2,43,-2,9,0,-12,0,Internet,,11,,
,Dec,17-18,17/12/2012,,YouGov,Sun,32,1,43,0,9,0,-11,1,Internet,,10,,
,Dec,18-19,18/12/2012,,YouGov,Sun,30,-2,43,0,11,2,-13,-2,Internet,,10,,
,Dec,19-20,19/12/2012,,YouGov,Sun,33,3,41,-2,11,0,-8,5,Internet,,10,,
,Dec,19-23,19/12/2012,15,ICM,Gu,32,0,40,0,13,0,-8,0,Phone,,7,3,1
,Dec,20-21,20/12/2012,23,YouGov,ST,33,0,43,2,10,-1,-10,-2,Internet,,8,,
,Dec,21-27,21/12/2012,30,Opinium,Ob,29,0,39,0,8,0,-10,0,Internet,,15,4,1
2013,Jan,1-2,01/01/2013,,YouGov,Sun,31,-2,43,0,11,1,-12,-2,Internet,,9,2,0
,Jan,2-3,02/01/2013,,YouGov,Sun,32,1,43,0,10,-1,-11,1,Internet,,9,2,1
,Jan,3-4,03/01/2013,6,YouGov,ST,32,0,43,0,10,0,-11,0,Internet,,9,2,1
,Jan,3-4,03/01/2013,6,Survation,MoS,29,-1,38,0,11,2,-9,-1,Internet,GB,16,,
,Jan,4-7,04/01/2013,8,TNS BMRB,,29,-1,39,-1,10,3,-10,0,Internet,,12,3,2
,Jan,6-7,06/01/2013,,YouGov,Sun,32,0,41,-2,11,1,-9,2,Internet,,9,2,1
,Jan,7-8,07/01/2013,,YouGov,Sun,32,0,44,3,10,-1,-12,-3,Internet,,9,2,1
,Jan,8-9,08/01/2013,,YouGov,Sun,33,1,43,-1,10,0,-10,2,Internet,,10,1,0
,Jan,8-11,08/01/2013,13,Opinium,Ob,31,2,41,2,7,-1,-10,0,Internet,,12,2,1
,Jan,9-10,09/01/2013,,YouGov,Sun,31,-2,42,-1,11,1,-11,-1,Internet,,10,2,0
,Jan,10-11,10/01/2013,13,YouGov,ST,31,0,44,2,11,0,-13,-2,Internet,,8,2,0
,Jan,10-11,10/01/2013,15,Angus RS,,27,-1,42,0,10,-1,-15,-1,Internet,,11,3,1
,Jan,11-14,11/01/2013,14,TNS BMRB,,31,2,37,-2,9,-1,-6,4,Internet,,13,3,1
,Jan,12-14,12/01/2013,16,MORI,,30,-5,43,-1,8,-1,-13,-4,Phone,Certain to vote,9,,
,Jan,13-14,13/01/2013,,YouGov,Sun,31,0,44,0,11,0,-13,0,Internet,,9,2,0
,Jan,14-15,14/01/2013,,YouGov,Sun,32,1,44,0,10,-1,-12,1,Internet,,9,2,0
,Jan,15-16,15/01/2013,,YouGov,Sun,33,1,42,-2,12,2,-9,3,Internet,,8,2,0
,Jan,16-17,16/01/2013,,YouGov,Sun,34,1,44,2,9,-3,-10,-1,Internet,,8,2,1
,Jan,17-18,17/01/2013,20,YouGov,ST,33,-1,42,-2,11,2,-9,1,Internet,,7,2,1
,Jan,18-20,18/01/2013,21,ICM,Gu,33,1,38,-2,15,2,-5,3,Phone,,6,2,1
,Jan,22-24,22/01/2013,24,TNS BMRB,,31,0,41,4,8,-1,-10,-4,Internet,,12,3,1
,Jan,20-21,20/01/2013,,YouGov,Sun,33,0,42,0,10,-1,-9,0,Internet,,10,2,0
,Jan,21-22,21/01/2013,,YouGov,Sun,31,-2,41,-1,12,2,-10,-1,Internet,,10,2,1
,Jan,22-23,22/01/2013,,YouGov,Sun,31,0,43,2,11,-1,-12,-2,Internet,,10,2,1
,Jan,22-24,22/01/2013,27,Opinium,Ob,28,-3,41,0,8,1,-13,-3,Internet,,14,3,2
,Jan,23-24,23/01/2013,,YouGov,Sun,33,2,43,0,10,-1,-10,2,Internet,,9,2,1
,Jan,23-25,23/01/2013,27,ComRes,IoS/SM,33,,39,,11,,-6,5,Internet,Methodology changed back re minor parties,10,2,1
,Jan,24-25,24/01/2013,27,YouGov,ST,35,2,41,-2,12,2,-6,4,Internet,,7,1,0
,Jan,24-25,24/01/2013,,Angus RS,SE,30,3,39,-3,10,0,-9,6,Internet,,12,3,1
,Jan,25,25/01/2013,27,Survation,MoS,31,2,38,0,10,-1,-7,2,Internet,GB,14,2,1
,Jan,25-27,25/01/2013,29,ComRes,Ind,32,1,39,-2,10,0,-7,3,Phone,,10,,
,Jan,25-28,25/01/2013,1,Lord Ashcroft,,33,4,38,-2,11,0,-5,6,Phone,,9,,
,Jan,27-28,27/01/2013,,YouGov,Sun,35,0,41,0,10,-2,-6,0,Internet,,9,2,1
,Jan,28-29,28/01/2013,,YouGov,Sun,33,-2,42,1,11,1,-9,-3,Internet,,8,2,1
,Jan,29-30,29/01/2013,,YouGov,Sun,33,0,42,0,10,-1,-9,0,Internet,,7,2,1
,Jan,30-31,30/01/2013,,YouGov,Sun,32,-1,44,2,10,0,-12,-3,Internet,,8,2,0
,Jan,31-1,31/01/2013,3,YouGov,ST,34,2,41,-3,12,2,-7,5,Internet,,8,1,1
,Jan,31-4,31/01/2013,4,TNS BMRB,,28,-3,41,0,10,2,-13,-3,Internet,,11,3,1
,Feb,3-4,03/02/2013,,YouGov,Sun,30,-4,45,4,11,-1,-15,-8,Internet,,9,2,0
,Feb,4-5,04/02/2013,,YouGov,Sun,32,2,42,-3,11,0,-10,5,Internet,,8,2,1
,Feb,5-6,05/02/2013,,YouGov,Sun,31,-1,42,0,12,1,-11,-1,Internet,,9,1,0
,Feb,5-7,05/02/2013,10,Opinium,Ob,29,1,39,-2,8,0,-10,3,Internet,,14,4,2
,Feb,6-7,06/02/2013,,YouGov,Sun,33,2,41,-1,11,-1,-8,3,Internet,,9,2,0
,Feb,7-8,07/02/2013,10,YouGov,ST,32,-1,41,0,11,0,-9,-1,Internet,,9,2,0
,Feb,7-11,07/02/2013,11,TNS BMRB,,31,3,41,0,10,0,-10,3,Internet,,10,3,1
,Feb,8-10,08/02/2013,11,ICM,Gu,29,-4,41,3,13,-2,-12,-7,Phone,,9,2,2
,Feb,9-11,09/02/2013,14,MORI,,30,0,42,-1,7,-1,-12,1,Phone,Certain to vote,9,4,1
,Feb,10-11,10/02/2013,,YouGov,Sun,31,-1,42,1,11,0,-11,-2,Internet,,9,2,1
,Feb,11-12,11/02/2013,,YouGov,Sun,32,1,43,1,10,-1,-11,0,Internet,,9,2,1
,Feb,12-13,12/02/2013,,YouGov,Sun,32,0,42,-1,9,-1,-10,1,Internet,,9,3,1
,Feb,13-14,13/02/2013,,YouGov,Sun,31,-1,42,0,11,2,-11,-1,Internet,,10,2,0
,Feb,13-14,13/02/2013,16,ComRes,IoS/SM,31,,36,,8,,-5,,Internet,Methodology changed back re minor parties,14,4,1
,Feb,14-15,14/02/2013,17,YouGov,ST,32,1,43,1,11,0,-11,0,Internet,,9,1,1
,Feb,14-18,14/02/2013,19,TNS BMRB,,29,-2,38,-3,11,1,-9,1,Internet,,12,3,1
,Feb,17-18,17/02/2013,,YouGov,Sun,32,0,41,-2,12,1,-9,2,Internet,,8,2,1
,Feb,18-19,18/02/2013,,YouGov,Sun,29,-3,44,3,11,-1,-15,-6,Internet,,11,1,1
,Feb,19-20,19/02/2013,,YouGov,Sun,33,4,43,-1,9,-2,-10,5,Internet,,10,2,0
,Feb,19-21,19/02/2013,24,Opinium,Ob,29,0,41,2,8,0,-12,-2,Internet,,13,2,2
,Feb,20-21,20/02/2013,,YouGov,Sun,31,-2,45,2,11,2,-14,-4,Internet,,9,2,0
,Feb,21-22,21/02/2013,24,YouGov,ST,32,1,43,-2,11,0,-11,3,Internet,,9,2,1
,Feb,22-24,22/02/2013,26,ComRes,Ind,31,-1,43,4,8,-2,-12,-5,Phone,,9,4,1
,Feb,24-25,24/02/2013,,YouGov,Sun,32,0,44,1,10,-1,-12,-1,Internet,,8,2,1
,Feb,25-26,25/02/2013,,YouGov,Sun,32,0,42,-2,12,2,-10,2,Internet,,9,1,1
,Feb,26-27,26/02/2013,,YouGov,Sun,32,0,43,1,11,-1,-11,-1,Internet,,8,1,1
,Feb,27-28,27/02/2013,,YouGov,Sun,29,-3,42,-1,12,1,-13,-2,Internet,,11,2,1
,Feb,28-1,28/02/2013,3,YouGov,ST,31,2,42,0,10,-2,-11,2,Internet,,11,2,0
,Feb,28-4,28/02/2013,,TNS BMRB,,29,0,38,0,11,0,-9,0,Internet,,14,3,1
,Mar,3-4,03/03/2013,,YouGov,Sun,31,0,40,-2,12,2,-9,-2,Internet,,12,1,1
,Mar,4-5,04/03/2013,,YouGov,Sun,29,-2,42,2,11,-1,-13,-4,Internet,,12,2,0
,Mar,5-6,05/03/2013,,YouGov,Sun,31,2,41,-1,11,0,-10,3,Internet,,12,2,0
,Mar,5-7,05/03/2013,10,Opinium,Ob,27,-2,39,-2,8,0,-12,0,Internet,,17,3,1
,Mar,6-7,06/03/2013,,YouGov,Sun,32,1,41,0,11,0,-9,1,Internet,,11,2,1
,Mar,7-8,07/03/2013,10,YouGov,ST,31,-1,41,0,12,1,-10,-1,Internet,,11,4,1
,Mar,7-11,07/03/2013,,TNS BMRB,,25,-4,38,0,11,0,-13,-4,Internet,,15,3,1
,Mar,8-10,08/03/2013,12,ICM,Gu,31,2,39,-2,15,2,-8,4,Phone,,7,,
,Mar,9-11,09/03/2013,14,MORI,,27,-3,40,-2,11,4,-13,-1,Phone,Certain to vote,13,4,1
,Mar,10-11,10/03/2013,,YouGov,Sun,32,1,40,-1,11,-1,-8,2,Internet,,11,1,1
,Mar,11-12,11/03/2013,,YouGov,Sun,29,-3,43,3,11,0,-14,-6,Internet,,12,1,0
,Mar,12-13,12/03/2013,,YouGov,Sun,31,2,40,-3,11,0,-9,5,Internet,,12,3,1
,Mar,13-14,13/03/2013,,YouGov,Sun,30,-1,42,2,11,0,-12,-3,Internet,,11,2,1
,Mar,13-14,13/03/2013,17,ComRes,IoS/SM,28,-3,37,1,9,1,-9,-4,Internet,,17,4,1
,Mar,13-14,13/03/2013,17,ICM,STel,,,,,,,,,Internet,,,,
,Mar,14-15,14/03/2013,17,YouGov,ST,29,-1,41,-1,12,1,-12,0,Internet,,12,2,0
,Mar,14-18,14/03/2013,,TNS BMRB,,26,1,39,1,13,2,-13,0,Internet,,13,2,1
,Mar,17-18,17/03/2013,,YouGov,Sun,32,3,40,-1,11,-1,-8,4,Internet,,10,2,1
,Mar,18-19,18/03/2013,,YouGov,Sun,31,-1,41,1,11,0,-10,-2,Internet,,11,2,0
,Mar,19-20,19/03/2013,,YouGov,Sun,30,-1,41,0,11,0,-11,-1,Internet,,12,1,1
,Mar,19-21,19/03/2013,24,Opinium,Ob,28,1,38,-1,9,1,-10,2,Internet,,16,2,1
,Mar,20-21,20/03/2013,,YouGov,Sun,32,2,41,0,11,0,-9,2,Internet,,10,2,1
